label,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62
A,0.0,0.0,0.0,0.2689268735619444,-0.1594508590286188,-0.1011416368840151,0.5386524111020007,-0.5580486870708665,-0.1238545013578015,0.6380090246539216,-0.9493358077604612,-0.1318294573064937,0.5673484899302398,-1.2340364708072895,-0.1088518008337234,0.377968372671055,-0.9599060258243716,-0.0712990325222931,0.4587564592052867,-1.1318339864634654,-0.1761557332248736,0.3867132154798519,-0.8013078959858922,-0.20452598412401,0.3256897168415433,-0.7859298615074898,-0.2160244584855347,0.1807672709712931,-0.9808345990334753,-0.0727095804171158,0.2774454282436095,-1.1612771268982496,-0.2036616737197972,0.2336967617121897,-0.7294970974887419,-0.2280080977581388,0.1899926608653048,-0.7466398744356668,-0.2243694122342189,-0.0020644466970193,-0.9399170262511918,-0.0879927442285882,0.0819948197211306,-1.1368492678672797,-0.2366542950106082,0.0782147114476358,-0.7195532032097226,-0.1827313559987002,0.0340864156508491,-0.7295098808035164,-0.1209995121922862,-0.1931787554751966,-0.910862310940564,-0.1075294534129152,-0.0985287766421563,-1.0143799520906358,-0.1932154919245876,-0.0823248110233937,-0.7567052688441023,-0.1359945456594525,-0.1270323727605458,-0.7447022053833374,-0.0807011092297445
B,0.0,0.0,0.0,0.2385202759683171,-0.0715183055509398,-0.0875526905138419,0.4731027217282237,-0.350642880761098,-0.0934949031904849,0.5060882429327206,-0.6733779059428646,-0.0938952400601645,0.3331758406627557,-0.8110258285496964,-0.0945936791004537,0.4217008852873596,-0.8836195352100599,0.0084900728675778,0.4762804123275918,-1.213626055678214,-0.0104436625013139,0.4911678361518287,-1.4059825164149156,-0.0578782164850805,0.5032129554672623,-1.5771709714903883,-0.1068741136460612,0.2730937163851621,-0.9619847606226282,0.002267686214072,0.3204385779199797,-1.34517918381513,-0.0144778169235137,0.3453987687466792,-1.5792358612994604,-0.0740180799318986,0.3502120720561934,-1.781461777249654,-0.1290987849575335,0.1311505294770122,-0.9487877311363292,-0.0187318480766702,0.1731054558607529,-1.3103815234067702,-0.054295371580949,0.210978331742891,-1.529890294931696,-0.1208655746868879,0.2219382547943869,-1.7170017531853865,-0.1741316338395727,-0.0202371097949465,-0.8694471220466129,-0.0505964852622255,0.0157441258474171,-1.1460667022506918,-0.0920763154856288,0.0398570179992699,-1.313956006810821,-0.1272543662672033,0.0540048186108286,-1.4681906522657495,-0.158470980517988
B,0.0,0.0,0.0,0.2397191635982183,-0.0876666100177578,-0.079411034177898,0.4523087230866423,-0.4061109251987844,-0.0788330631922027,0.4765048941284138,-0.7318237588874157,-0.0736296348346591,0.3051495278850716,-0.8462318305870744,-0.0701534902839746,0.3492136333882382,-0.912213012860295,0.0047009871340123,0.3855703479102872,-1.2451698182602635,-0.0270906705714559,0.3879272646175787,-1.4547618805728753,-0.0830558318865176,0.3803952771633698,-1.6461461597736284,-0.1361227779676459,0.2206790925694586,-0.9753329478293312,-0.0051360472415402,0.2602910153234415,-1.3653984505346135,-0.0315429802215155,0.2835942284654387,-1.619453306809275,-0.0979227732978588,0.2843208742443292,-1.8418061272279336,-0.155589417767098,0.0950390129915414,-0.952778139231311,-0.028941936533938,0.1327999860882101,-1.3204966628803043,-0.0715423995347555,0.1656760255089055,-1.5501927937734672,-0.1450963593705504,0.1735982767190804,-1.7511098364570352,-0.201838582098997,-0.0439968594032684,-0.866102250032783,-0.0621623451565596,-0.005849350027104,-1.1453224212314792,-0.1106686290741967,0.019479367767887,-1.324184864476522,-0.1532721547424188,0.0291094699045427,-1.491251208404142,-0.1891140835506462
B,0.0,0.0,0.0,-0.2300871718900736,-0.1038197112778829,-0.1236522023982691,-0.4186145350853161,-0.3848685503954582,-0.1904234664801911,-0.4553999143155417,-0.6808169194612876,-0.2528762443396303,-0.3437323896727051,-0.851470325172428,-0.3052452610952284,-0.321639305685367,-0.926404745360199,-0.0647280211610375,-0.3423145887749522,-1.291112514053963,-0.1506305666980182,-0.3300777021068599,-1.5121786659996708,-0.2270631719028208,-0.3037307851812004,-1.708853006293704,-0.2887392140084436,-0.1855110584732581,-0.9802911468187672,-0.0679331631302238,-0.2026503008047011,-1.404316515524442,-0.1416636142165751,-0.1983439779686881,-1.6731523465749245,-0.2056761379908166,-0.18967167164792,-1.9152150312572904,-0.2552562166133718,-0.053204678156174,-0.9526497659134276,-0.0922327589233859,-0.0735967165792549,-1.3455208027740042,-0.1642460840362487,-0.0808050423655034,-1.588159442180766,-0.2151112508814851,-0.0903597813105759,-1.8091660768927529,-0.2522140792607271,0.0876225622194864,-0.8498967755618532,-0.1314290880718922,0.066665038368544,-1.1506233028828343,-0.1973839173294931,0.044861796138677,-1.3388648399411942,-0.2336923161267009,0.0221828617904933,-1.518542026335855,-0.2597290622156606
C,0.0,0.0,0.0,-0.3321349929406471,0.0743227546374501,-0.0463350767206543,-0.6683982958128477,-0.0897296088521095,-0.0604209561651306,-0.8936333905657708,-0.2626760717727291,-0.099404617996157,-1.0766529994739835,-0.4134177068731971,-0.1285916454462593,-0.6436251422561551,-0.7121785130408422,0.1199608509373669,-0.8294147839617719,-1.002610910232941,0.018620927470775,-0.9820124727951952,-1.0033570907241836,-0.0843781685723134,-1.0756772100806062,-0.887770031761501,-0.1409592940223885,-0.5686664581530446,-0.8185857693436055,0.0808442799448989,-0.7869962347166926,-1.1671597908631937,-0.0303040762397954,-0.960031634756367,-1.1243973126718785,-0.1397670352658429,-1.0528872186448863,-0.9401275462644452,-0.1911547064709235,-0.4697054088583838,-0.8891321841513828,0.014034634972716,-0.6872213817182617,-1.216157458646287,-0.0829020170579459,-0.8714973485348663,-1.149707576673059,-0.1716038233186468,-0.9736155686745817,-0.9705058697122472,-0.2066103404671125,-0.3350249649029638,-0.9202695733157368,-0.0619654696126496,-0.5521264791622787,-1.1685782313425863,-0.1327959588308612,-0.7460493138359305,-1.1851532813977288,-0.1877818897545441,-0.8835007594026876,-1.1028878994928766,-0.2128912822968792
C,0.0,0.0,0.0,-0.3597305204796009,0.1495256506390029,0.2242739953112678,-0.6424010673625091,0.0230023575796165,0.3692640741145939,-0.8455145362689416,-0.1209405854313686,0.4247303010797394,-1.0286175833530546,-0.2849571601750386,0.46693167801842,-0.5514939511244751,-0.5835023649429898,0.6281439127536249,-0.7335165885525401,-0.809732511662967,0.7518056013807992,-0.8971269926840599,-0.8539847685646924,0.7647942470464594,-1.0170382787829433,-0.839303797501798,0.7522066609605931,-0.4903186488639723,-0.7351197838038878,0.4681736067276049,-0.7295687854378355,-1.036479602798408,0.5728496355198942,-0.9494612520360244,-1.017972033102401,0.5189476452227276,-1.0719902211555858,-0.8912670376274097,0.4695645898293842,-0.439427160931438,-0.8271455902872507,0.2858258711343065,-0.6914838756816167,-1.1340458726627622,0.3431720974756055,-0.9212717181486966,-1.057359943189123,0.2743646679189991,-1.054802758102458,-0.9265417140419362,0.2146888799677596,-0.3973906930163345,-0.8745485378696664,0.1083630307922193,-0.6504825482788343,-1.1233086367500438,0.130277429512384,-0.8478301468466851,-1.0722359679358184,0.0982906137170789,-0.978612077233464,-0.9653483224282184,0.0627923687520086
C,0.0,0.0,0.0,0.3514054948374732,-0.0857081234330337,0.0785056459614483,0.5585949083786181,-0.3058769957843475,0.1168531565860155,0.7239853634362131,-0.452291783490987,0.1040831605535717,0.9223485690859328,-0.5716258880485572,0.0914442278916054,0.4227125135441367,-0.8333404621255978,0.3198588239565501,0.5401515399590618,-1.1381612552987872,0.3190898089119291,0.6976320688757138,-1.2236979756774933,0.27284903772036,0.8317013392145175,-1.232543672545941,0.2361033710918502,0.3667565622643597,-0.9043289110155442,0.2183548596607568,0.5023258342013432,-1.2941733147826473,0.1961262321860343,0.7054857268419709,-1.3340795437951425,0.1204651761255576,0.8473727754406155,-1.2093536888149046,0.0718382920209097,0.297526119045332,-0.9362003844906788,0.094791116139568,0.4458167957480095,-1.3441027746496486,0.0547189934566345,0.659675936887151,-1.364122451508189,-0.0072995085282604,0.8113659409282096,-1.2305180182572444,-0.0404252429051628,0.2339688170941379,-0.9068082087232464,-0.030391952115562,0.4131234371316128,-1.2165633110481655,-0.067754978939768,0.5925025302070004,-1.269673471908742,-0.0978579526794333,0.733298695809734,-1.1986716305935594,-0.1142497814510675
D,0.0,0.0,0.0,0.3517233678414777,-0.144781093048414,0.1626784266645495,0.550108159425344,-0.4068636495480071,0.2111522521918133,0.727024964727192,-0.5517641125137938,0.1999138415074953,0.7917362964256335,-0.7183741593533924,0.1888389320051359,0.2939152059604512,-0.9594556683333116,0.2049573844861553,0.4141490092343097,-1.350779865717728,0.1604660659363213,0.4868502548527142,-1.5987184924629516,0.1032317159039836,0.5042528709150135,-1.7989933858193448,0.0666947064321962,0.2336093175705073,-0.9699161834944688,0.0684783450425452,0.6023488952425381,-1.202359395643735,-0.0238627963636835,0.8335956910064584,-1.010168394250574,-0.0934924787362288,0.8981506424913246,-0.7920898618755594,-0.1071884843535342,0.2091334248736897,-0.9059983712860028,-0.064685543967188,0.5859061107607453,-1.1586953040625068,-0.1427681569261732,0.778354403985229,-0.918845535218993,-0.1593183883881443,0.8169307510504973,-0.689707576763005,-0.1343070058961741,0.2480095084897231,-0.7797203650059644,-0.1875987287164522,0.5497938998469548,-0.975543435062416,-0.2365935795718399,0.7206909570472025,-0.8464901250519404,-0.2280184344871128,0.787441228127077,-0.6875338074670514,-0.1968774559289585
D,0.0,0.0,0.0,-0.3483355970671458,-0.0851500303823368,0.0560629482272774,-0.5544322535494585,-0.3960901456998586,0.053099241903475,-0.7255686248478523,-0.6123412455218905,0.002925786106206,-0.8861831124264935,-0.8161355343420819,-0.058877772912754,-0.2970010184234957,-0.973753610007405,0.1198701476874875,-0.3995660999430475,-1.4036253387215307,0.0893080394012597,-0.4033565746843641,-1.660308727716359,0.0603695847542464,-0.3974775286038262,-1.8795655004310423,0.0316461198837198,-0.1936110923446364,-0.9809857292684748,0.0134812422541649,-0.5658454844801137,-1.2655242037029233,-0.0680654802598056,-0.7453312019464151,-1.1144001031458852,-0.10669092480219,-0.8142639345186748,-0.9397133369704213,-0.1122592540011122,-0.1511321267391273,-0.9251220907317076,-0.1003250047831421,-0.5347310635139065,-1.211431705413745,-0.1935554491085255,-0.7289016954098952,-1.0508010772711225,-0.185287312909393,-0.8117876368446894,-0.8800539317041468,-0.151542740737534,-0.1628794585242155,-0.8179386911182237,-0.2154402678211723,-0.4236130706807157,-1.1495385519322203,-0.2907232759723916,-0.5892801721841301,-1.1695156309521086,-0.280579262259398,-0.6975027418786404,-1.1135073447381318,-0.2513266068385435
E,0.0,0.0,0.0,-0.29784505441706,0.0396105190809709,-0.1534691738268388,-0.5530504359617286,-0.2787304336871933,-0.2179799354756016,-0.6072826061094606,-0.6254820839874915,-0.2821708871970839,-0.3963823129855863,-0.7248350268160644,-0.3212238861894856,-0.3808195195180984,-0.9287680598740456,-0.0230470344539278,-0.3578839968293944,-1.3284902831639869,-0.1537029118348246,-0.397330471137601,-1.356641913762529,-0.2401003413547307,-0.4062006505675595,-1.170288083630466,-0.2811090841914843,-0.188119116963507,-0.982118618334186,-0.0073632434578495,-0.1478427205470515,-1.4655357624787588,-0.1601039466060468,-0.2169292996278064,-1.400262863259927,-0.2452051257992778,-0.2351023652656941,-1.1502079717159908,-0.2621288460506273,-0.0209141609352465,-0.9568602629322656,-0.0221303891480018,0.0021212330364987,-1.4018215981196267,-0.1372011941820907,-0.0617934992712205,-1.315731520409824,-0.1624145533409159,-0.0606899628627384,-1.0938132994065362,-0.1430160526159166,0.1660801660202882,-0.8873788414959328,-0.0554993270403336,0.1553856849098155,-1.244827242708591,-0.1437872564969331,0.1140086409236436,-1.215995703271988,-0.1753068475083806,0.1072499962857563,-1.046182125838337,-0.171782064419625
E,0.0,0.0,0.0,0.3038851770196995,0.0297861138502329,-0.1165185208891153,0.6055497524022972,-0.1550457363792979,-0.1350570569482728,0.6895324877149542,-0.4671486433907414,-0.1543654110954145,0.4769416666397466,-0.5922633169835877,-0.1685503915745599,0.5523501011477323,-0.8378210063671724,0.0144934083182411,0.6163822755193266,-1.2179943079905298,-0.0531916728162648,0.6370979240720066,-1.2013339272439436,-0.1355915003666599,0.603163450210953,-1.0391761427829247,-0.1861455099885009,0.3904355345753807,-0.920253037974248,0.02635221888198,0.4463479801448665,-1.3763394177542243,-0.022273068698934,0.4713241813271032,-1.3580219422109412,-0.1020323407154581,0.4416144691329067,-1.1808876480813548,-0.1583976624563563,0.2293532640807629,-0.9293597405058556,0.0165753297370689,0.28161730743883,-1.3315011066135565,-0.0528964364227389,0.3080699974002526,-1.293742087237126,-0.1251968363899354,0.2565722465864624,-1.0778370765685237,-0.1607644514326879,0.0595294302774875,-0.8998087224056227,-0.0072322499334621,0.1053600704039191,-1.2336418312690065,-0.0789726407120017,0.1366376677508778,-1.234883715196683,-0.1324557412179193,0.1207589759103284,-1.0788062886980796,-0.1600797261353856
F,0.0,0.0,0.0,0.2637885303484038,-0.1234759682445993,-0.0711182691087117,0.4749122500825067,-0.4147042314726052,-0.0948625349723421,0.5539680815001725,-0.7311535299872951,-0.1285382239554617,0.5297718067852383,-0.9744776725668196,-0.1571268837241178,0.395861067480058,-0.8638521412552401,-0.0049854176169562,0.4791139705490809,-1.1898671855685312,-0.0931869465865361,0.4956504126431878,-1.134104748101696,-0.1596788432579054,0.4730233151863951,-1.014338029094269,-0.1917432124623291,0.2666261267323866,-0.9632573527957644,-0.0323385347315164,0.35590541024066,-1.3876586085662512,-0.0672955849904495,0.4020161998885797,-1.642243293274578,-0.1086790285523467,0.4295198034468155,-1.871269701470587,-0.1418138758890374,0.1262551512547683,-0.9618375439917694,-0.0833683646135849,0.1346221090945831,-1.3628814340715911,-0.1408874604978976,0.1372381793273553,-1.6232324687506174,-0.1987825672108361,0.137707911786674,-1.842892929141156,-0.2403311763557628,-0.0355698537963503,-0.8848546799160886,-0.1446037840190956,-0.1001931351892072,-1.17782806795208,-0.2091753473426634,-0.1536846264225329,-1.3814393022954947,-0.2454226396303925,-0.1987057742080656,-1.5699810989293703,-0.2698397330681348
